Course,Name,Prerequisite Courses,Prerequisite Credits,SU Credits,ECTS Credits,Type,Information System URL,Sabancı Website URL,Corequisite Courses,Faculty,General Requirements ,,,,,,,,,,
OPIM 410,Decision Making Under Uncertainty,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 411,Fashion Industry Operations and Pricing,OPIM 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 412,Strategic Procurement,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 416,Quality Improvement with Six Sigma,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 450,Selected Topics in Operations Management I,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 451,Selected Topics in Operations Management II,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 452,Selected Topics in Management Information Systems I,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 453,Selected Topics in Management Information Systems II,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 301,Organizations and Organizing,__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 302,Organizational Behavior,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 401,Human Resources Management,ORG 302,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 402,Organizational Design,ORG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 403,Cross-Cultural Management,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 404,Creativity & Leading Innovations,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 450,Selected Topics in Organizations I,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
ORG 451,Selected Topics in Organizations II,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
PHIL 202,Problems of Philosophy,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 224,Philosophy and Film,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 300,Philosophy of Science,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 301,Philosophy of Social Sciences,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 310,Philosophy of Mind,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 313,Emotion and Reason,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 321,Symbolic Logic,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 322,Philosophy of Art,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 323,Imagination and Play,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 330,Philosophy of Language,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 340,Bioethics,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 342,Philosophy of Biology,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 399,Independent Study,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 401,Epistemology,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 421,Personhood and Personal Identity,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 425,European Humanism and After,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHIL 450,Science and Society,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PHYS 211,Modern Physics,NS 101 and MATH 101,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FENS,,,,,,,,,,,
PHYS 302,Solid State Physics,PHYS 303,,3,6,Free Elective,Information System,Sabancı University,PHYS 302R,FENS,,,,,,,,,,,
PHYS 303,Quantum Mechanics I,NS 102 and MATH 102,,3,6,Free Elective,Information System,Sabancı University,PHYS 303R,FENS,,,,,,,,,,,
PHYS 304,Quantum Mechanics II,PHYS 303,,3,6,Free Elective,Information System,Sabancı University,PHYS 304R,FENS,,,,,,,,,,,
PHYS 313,Quantum Mechanics Laboratory,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
PHYS 401,Classical Mechanics,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
PHYS 411,Electromagnetic Theory I,__,,3,6,Free Elective,Information System,Sabancı University,PHYS 411R,FENS,,,,,,,,,,,
PHYS 412,Statistical Mechanics,__,,3,6,Free Elective,Information System,Sabancı University,PHYS 412R,FENS,,,,,,,,,,,
PHYS 438,Phase Transitions and Renormalization-Group Theory,__,,3,6,Free Elective,Information System,Sabancı University,PHYS 438R,FENS,,,,,,,,,,,
PHYS 484,Quantum Computation and Quantum Information,__,,3,6,Area Elective,Information System,Sabancı University,PHYS 484R,FENS,,,,,,,,,,,
PHYS 492,Modern Topics in Condensed Matter Physics,PHYS 302,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
POLS 250,Comparative Politics,SPS 101 and SPS 102,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 251,"Borders, Citizens, Immigrants, Refugees",SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 252,Rights and Their History,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 271,Nations and Nationalism,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,POLS 271D,FASS,,,,,,,,,,,
POLS 301,Political Theory I,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 302,Issues and Concepts in Political Philosophy,(POLS 301 or SPS 102) and SPS 101,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 303,Elections And Political Participation,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 305,Political Ideologies in Modern Turkey,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 307,Politics of Development,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 348,Politics of Southern Europe,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 349,Politics of South-East Asia,SPS 102 and SPS 101,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 350,Transitions to Democracy in Eastern Europe,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 351,Dynamics of Political Change,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 352,Turkish Politics I,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 353,Turkish Politics II,POLS 352,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 354,Politics of Migration,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 364,Constitutional Law,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 365,Law and Politics,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 372,Liberalism and its Critics,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 392,Modern Dictatorships and the One-Party Period Political System in Turkey,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 393,Political Parties in Turkey,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 399,Independent Study,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 400,"Ancient, Medieval and Early Political Theory",SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 401,Research Methods II,SPS 311,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 403,Political Psychology,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 404,Comparative Party Systems and Electoral Behavior,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 405,"Political Thought: Issues, Concepts, Debates",__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 409,Greek-Turkish Relations,POLS 301 and IR 201 and (SPS 102 or SPS 101),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 410,American Politics and Government,POLS 250 and IR 201 and (SPS 101 or SPS 102),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 421,Philosophical Approaches to Modernity,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 422,Politics and Culture,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 425,Civil Society,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 426,Continental Political Thought,SPS 101 and SPS 102 and POLS 301,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 431,"Governance, Politics and Public Policy",SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 434,Formal Modelling and Political Analysis I,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 440,Governance of the Turkish Metropolis,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 441,NGO Governance,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 446,Latin American Politics,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 448,Conflicts in the Middle East,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 455,Rise and Fall of Democracy,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 457,The Politics of Authoritarian Regimes,POLS 250,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 462,Analytical Approaches To The European Union,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 472,Nietzsche,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 473,Political Theory II,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 483,Ethnicity and Nationalism,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 491,European Politics,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 492,"European Union: Politics, Policies and Governance",SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 493,Comparative Local Government,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 495,Middle Eastern Politics and Government,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
POLS 496,Reform and the History of Ideas in the Ottoman Empire in the 19th century,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PROJ 201,Undergraduate Project Course,__,,1,1,University Courses,Information System,Sabancı University,__,FENS,,,,,,,,,,,
PROJ 301,Guided Project I,__,,1,2,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PROJ 401,Guided Project II,__,,2,4,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 201,Mind and Behavior,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 202,Research Methods and Statistics for Psychology I,__,,3,7,Free Elective,Information System,Sabancı University,PSY 202L,FASS,,,,,,,,,,,
PSY 203,Stress and Well-Being,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 304,Research Methods and Statistics for Psychology II,SPS 102 and (PSY 202 or PSY 303),,3,6,Free Elective,Information System,Sabancı University,PSY 304L,FASS,,,,,,,,,,,
PSY 305,Experimental Psychology,SPS 102 and PSY 201 and (PSY 202 or PSY 303),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 306,Testing and Measurement,(PSY 201 or PSY 301) and SPS 102 and (PSY 303 or PSY 202),,3,6,Free Elective,Information System,Sabancı University,PSY 306L,FASS,,,,,,,,,,,
PSY 310,Cognitive Processes,SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 311,Emotion,(PSY 201 or PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 312,Sensation / Perception,(PSY 201 or PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 314,Language,PSY 201 or (PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 315,Memory,PSY 201 or (PSY 301) and SPS 102 and PSY 310,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 316,Attention,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 317,Learning,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 320,Developmental Psychology,PSY 201 or (PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 322,Lifespan Psychological Science,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 323,Human Bonding,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 325,Infant Development,SPS 102 and (PSY 320 or PSY 201 or PSY 301),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 340,Social Psychology,PSY 201 or (PSY 301 and SPS 102),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 341,Applied Social Psychology,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 343,Relationship Science,PSY 201 or (PSY 301 and SPS 102),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 344,Group Processes,PSY 201 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 345,Stress and Well-Being in Adulthood,(PSY 201 or PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 350,Introduction to Neuroscience,SPS 102 or NS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 360,Abnormal Behavior,PSY 201 or (PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 361,Personality,(PSY 201 or PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 362,Clinical Applications of Psychology,PSY 201 or (PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 363,Individual Differences,(PSY 201 or PSY 301) and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 364,Clinical Interviewing,"(PSY 201 or PSY 301)
and SPS 102 
and (PSY 360 or PSY 308)
or (PSY 362 or PSY 430)
or PSY 365",,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 365,Family and Couple Therapy,PSY 201 or PSY 301,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 366,Child and Adolescent Psychopathology,(PSY 201 or PSY 301) and PSY 320,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 398,Independent Study I,PSY 201 or (PSY 301) and SPS 102 and (PSY 303 or PSY 202),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 399,Independent Study II,(PSY 201 or PSY 301) and SPS 102 and (PSY 303 or PSY 202),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 403,Advanced Research in Psychology,(PSY 201 or PSY 301) and (PSY 303 or PSY 202),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 410,Advanced Topics in Social and Cognitive Psychology,PSY 301,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 411,"Cognition, Emotion and Psychopathology",PSY 310 or PSY 370 or PSY 311,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 412,Visual Cognition,PSY 310 or PSY 390 or PSY 350,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 414,Selected topics in Language and Communication,PSY 314,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 415,Seminar in Memory and Attention,PSY 201 and (PSY 310 or PSY 315 or PSY 316 or PSY 352),,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 416,Culture and Cognition,(PSY 201 or PSY 301) and PSY 310,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 421,Cognitive Development,PSY 201 or PSY 301 and PSY 320,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 422,Social Development,PSY 201 or (PSY 301) and PSY 320,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 423,Human Bonding,,,3,6,Free Elective,Information System,Sabancı University,,FASS,,,,,,,,,,,
PSY 424,Language Development in Infancy and Childhood,(PSY 201 or PSY 301) and PSY 320,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 442,Social Cognition,PSY 340,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 443,Psychology of the Self,PSY 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 444,Intergroup Relationships,PSY 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 445,Selected Topics in Social Psychology,(PSY 201 or PSY 301) and PSY 340,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 450,Selected Topics in Neuroscience,PSY 201 or PSY 301 and PSY 350 or PSY 352,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 452,Cognitive Neuroscience,PSY 201 or PSY 310 or PSY 350,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 480,Psychology in the Public Interest,SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
PSY 481,Selected Topics in Applied Psychology,(PSY 201 or PSY 301) and PSY 340,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 201,Social Theory,SPS 101 and SPS 102,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,SOC 201D,FASS,,,,,,,,,,,
SOC 203,Perspectives on Law and Society,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 300,Sociology of Science,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 301,Political Sociology,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 305,Corporate Governance and Social Responsibility,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 308,Sociology of Religion,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 313,Turkish Social Thought,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 318,Qualitative Research Methods,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 321,Urban Sociology,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 350,"Science, Religion and Society",__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 402,Media and Politics,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 404,Media Research Workshop,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 406,Exploring the Legal Profession,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 408,Religion and Politics,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 420,Sociology of Mobilities,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 425,"Power, Economy, and Society",SOC 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 426,Gender and Work,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 432,"Sexualities, Sociabilities",__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SOC 444,New Social Movements,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 101,Humanity and Society I,__,,3,6,University Courses,Information System,Sabancı University,SPS 101D,FASS,,,,,,,,,,,
SPS 102,Humanity and Society II,SPS 101,,3,6,University Courses,Information System,Sabancı University,SPS 102D,FASS,,,,,,,,,,,
SPS 201,Fundamentals of Scientific Inquiry and Statistical Reasoning for Social Sciences,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,SPS 201D,FASS,,,,,,,,,,,
SPS 303,Law and Ethics,__,58,3,5,University Courses,Information System,Sabancı University,SPS 303D,FASS,"58.000 credits

000  to  9999,Minimum Grade of  D,May not be taken concurrently.",,,,,,,,,,
SPS 311,Research Methods I,SPS 101 and SPS 102,,3,7,Free Elective,Information System,Sabancı University,SPS 311D,FASS,,,,,,,,,,,
SPS 312,Quantitative Methods,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 315,Analysis of Social Networks,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 320,Approaches to Ethnic Conflict,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 322,"Football, Nationality and the State",SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 325,Alcibiades and Philoctetes: Individual?s Talents and Rights in an Oligarchical Society,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
SPS 374,Global Environmental Challenges,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,BIO 48006,Special Topics in BIO: Gene Regulation and Disease,6,3,FENS
SPS 384,Climate Change and Environmental Politics,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,CS 450,Arts and Computing,6,3,FENS
SPS 442,State Formation,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,CS 48000,Special Topics in CS: Software Design Patterns,6,3,FENS
SPS 452,Military in Society and Politics,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,CS 48001,Special Topics in CS: Blockchain: Security and Applications,6,3,FENS
TLL 101,Turkish Language and Literature I,__,,2,3,University Courses,Information System,Sabancı University,__,SL,,,,,,,CS 48002,Special Topics in CS: Network Science,6,3,FENS
TLL 102,Turkish Language and Literature II,TLL 101,,2,3,University Courses,Information System,Sabancı University,__,SL,,,,,,,CS 48003,Special Topics in CS: Parallel Computer Architecture,6,3,FENS
VA 201,Visual Language I,__,,4,7,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,,CS 48004,Special Topics in CS: Agile Software Development,6,3,FENS
VA 202,Visual Language II,VA 201,,4,7,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,,CS 48006,Special Topics in CS: Decentralized Finance,6,3,FENS
VA 203,Language of Drawing I,__,,4,7,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,,CS 48007,Special Topics in CS: Internet of Things Sensing System,6,3,FENS
VA 204,Language of Drawing II,VA 203,,3,7,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,*,ECON 201,Games and Strategies,6,3,FASS
VA 228,Introduction to Photography,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,ECON 494,Spatial Data Science,6,3,FASS
VA 234,Design with Typography,VA 201,,3,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,*,EE 200,Electronic Circuit Implementations,2,2,FENS
VA 301,Project Studio I,VA 201 and VA 203,,3,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 310,Hardware Description Languages,6,3,FENS
VA 302,Project Studio II,VA 301,,3,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 312,Discrete-Time Signals and Systems,6,3,FENS
VA 310,Introduction to Multimedia,__,,3,6,Area Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 410,Information and Coding Theory,6,3,FENS
VA 312,History of Visual Communication,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 413,Wireless Communications,6,3,FENS
VA 315,Visual Culture,__,,3,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 414,Multimedia Communication,6,3,FENS
VA 321,Fine Art Practice,VA 203,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 415,Digital Speech and Audio Processing,6,3,FENS
VA 322,Digital Art Practice,VA 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,EE 419,Signal Processing Design and Implementation,6,3,FENS
VA 323,Figure Drawing,VA 203,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,*,ENS 203,Electronic Circuits I,6,3,FENS
VA 324,Advanced Drawing,VA 323,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,*,ENS 208,Introduction to Industrial Engineering,6,3,FENS
